genre;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
metal;0.475;0.576;9;-13.059;1;0.0312;0.0218;0.0221;0.391;0.524;96.378
metal;0.43;0.704;1;-8.008;0;0.0804;0.000155;0.00221;0.0933;0.703;118.242
metal;0.27;0.996;6;-4.423;1;0.153;2.51e-05;0.737;0.191;0.117;113.082
metal;0.408;0.953;7;-3.883;1;0.226;0.00532;0.0;0.338;0.291;177.94
metal;0.429;0.951;7;-4.971;1;0.0581;0.000379;0.468;0.116;0.183;100.01
metal;0.201;0.892;3;-7.052;0;0.0475;0.0383;1.87e-05;0.278;0.432;91.073
pop|rock;0.573;0.739;0;-5.74;1;0.129;0.0285;0.0;0.111;0.451;97.085
pop|rock;0.643;0.671;7;-7.45;1;0.0842;0.241;0.0178;0.12;0.297;96.924
pop|rock;0.765;0.523;2;-4.333;1;0.03;0.184;3.56e-05;0.132;0.394;104.988
pop|rock;0.824;0.545;5;-7.127;1;0.0699;0.0221;0.00375;0.097;0.683;149.912
pop|rock;0.64;0.789;8;-4.891;1;0.0644;0.0875;0.0;0.147;0.762;75.018
pop|rock;0.694;0.712;7;-3.923;0;0.046;0.133;0.0;0.211;0.799;98.022
pop|rock;0.664;0.708;8;-4.154;1;0.0474;0.0337;0.0;0.0841;0.742;103.07
pop|rock;0.803;0.585;8;-5.861;1;0.0432;0.103;3.94e-06;0.0644;0.593;105.017
pop|rock;0.752;0.488;6;-7.05;1;0.0705;0.297;9.11e-06;0.0936;0.533;136.041
pop|rock;0.705;0.64;11;-6.928;0;0.225;0.0237;0.0;0.262;0.887;144.077
pop|rock;0.728;0.415;8;-6.852;1;0.0639;0.401;0.0;0.0616;0.455;114.145
pop|rock;0.697;0.683;1;-2.881;0;0.117;0.0372;0.0;0.137;0.603;96.133
pop|rock;0.642;0.772;10;-6.61;1;0.0848;0.0476;0.0;0.0646;0.589;153.995
pop|rock;0.375;0.461;9;-6.202;1;0.0279;0.627;0.0;0.386;0.233;75.217
pop|rock;0.74;0.415;0;-8.914;1;0.0707;0.242;0.000156;0.319;0.156;136.029
pop|rock;0.842;0.734;1;-5.065;0;0.0588;0.0427;0.0;0.106;0.952;137.958
pop|rock;0.781;0.67;3;-3.912;0;0.0452;0.0103;0.0;0.0761;0.595;127.99
pop|rock;0.706;0.783;0;-3.441;0;0.1;0.315;0.0;0.373;0.739;150.045
pop|rock;0.448;0.824;5;-4.249;0;0.057;0.0739;0.0;0.113;0.419;119.965
pop|rock;0.578;0.537;9;-8.676;1;0.0832;0.162;0.0;0.076;0.25;83.909
pop|rock;0.729;0.65;5;-3.539;1;0.0313;0.0702;6.69e-05;0.0829;0.347;110.02
pop|rock;0.64;0.392;2;-7.246;0;0.0574;0.0593;0.0;0.0839;0.502;145.838
pop|rock;0.407;0.416;6;-8.915;0;0.174;0.656;0.0;0.0981;0.246;176.947
pop|rock;0.475;0.846;10;-3.344;1;0.283;0.275;0.0;0.0824;0.451;96.036
pop|rock;0.654;0.623;6;-5.273;0;0.082;0.253;0.0;0.144;0.401;123.996
pop|rock;0.774;0.753;4;-5.446;0;0.0517;0.152;0.0;0.0371;0.896;119.002
pop|rock;0.812;0.519;2;-4.823;1;0.0385;0.379;0.0;0.13;0.554;104.954
pop|rock;0.779;0.705;0;-3.895;1;0.0344;0.369;7.91e-06;0.124;0.946;101.022
pop|rock;0.755;0.837;2;-2.718;0;0.142;0.0991;0.0;0.289;0.714;120.028
pop|rock;0.63;0.53;0;-7.259;1;0.0434;0.4;0.0;0.177;0.417;108.038
pop|rock;0.753;0.657;7;-3.061;1;0.0449;0.171;0.0;0.112;0.437;107.01
pop|rock;0.526;0.818;3;-5.952;1;0.0358;0.0587;0.0;0.333;0.896;171.96
pop|rock;0.858;0.678;1;-3.87;0;0.0469;0.0761;0.0;0.0741;0.922;117.009
pop|rock;0.749;0.461;10;-2.961;0;0.0416;0.0516;6.24e-06;0.0738;0.42;139.02
pop|rock;0.873;0.495;6;-5.446;1;0.0518;0.199;0.0;0.0805;0.546;106.033
pop|rock;0.557;0.457;7;-5.372;1;0.0335;0.428;0.0;0.0567;0.328;105.918
pop|rock;0.708;0.186;9;-8.953;0;0.042;0.868;0.0;0.0779;0.322;72.541
pop|rock;0.443;0.582;2;-6.02;1;0.0482;0.0301;0.0;0.127;0.239;147.589
pop|rock;0.724;0.594;6;-7.126;0;0.102;0.393;0.00116;0.0889;0.413;136.002
pop|rock;0.728;0.563;1;-8.053;0;0.134;0.621;0.0;0.179;0.352;100.017
pop|rock;0.752;0.505;9;-7.621;1;0.253;0.535;2.55e-06;0.104;0.419;91.97
pop|rock;0.587;0.583;5;-5.284;0;0.0313;0.248;0.0;0.124;0.15;139.92
pop|rock;0.606;0.9;0;-4.504;1;0.119;0.0101;0.0;0.075;0.233;133.963
pop|rock;0.683;0.42;5;-6.51;1;0.0542;0.0875;0.0;0.225;0.469;128.621
pop|rock;0.912;0.716;10;-4.141;0;0.0697;0.0904;0.0;0.0491;0.377;94.981
pop|rock;0.642;0.546;1;-5.377;1;0.0407;0.0825;0.0;0.0989;0.142;122.165
pop|rock;0.629;0.327;11;-8.285;1;0.029;0.761;2.96e-05;0.103;0.381;74.953
pop|rock;0.674;0.881;9;-2.853;1;0.147;0.296;3.01e-06;0.0793;0.234;98.994
pop|rock;0.642;0.374;4;-9.386;1;0.0545;0.786;0.0;0.0906;0.0799;124.099
pop|rock;0.696;0.686;5;-6.113;0;0.0309;0.262;0.0;0.174;0.7;115.982
pop|rock;0.637;0.666;10;-6.773;0;0.0494;0.161;0.0;0.108;0.529;104.02
pop|rock;0.421;0.407;10;-7.445;1;0.0267;0.309;0.000961;0.11;0.161;139.028
pop|rock;0.675;0.609;7;-5.027;0;0.0586;0.084;0.0;0.0957;0.378;120.039
pop|rock;0.72;0.791;1;-4.689;1;0.124;0.0384;0.0;0.157;0.756;102.071
pop|rock;0.783;0.58;7;-6.548;1;0.0408;0.0114;2.28e-06;0.108;0.66;120.021
pop|rock;0.311;0.485;6;-5.726;0;0.0365;0.701;0.0;0.0726;0.225;77.355
pop|rock;0.655;0.787;2;-3.031;1;0.264;0.122;3.11e-06;0.178;0.554;181.799
pop|rock;0.692;0.443;1;-5.671;1;0.0386;0.214;0.0;0.06;0.363;127.899
pop|rock;0.708;0.641;7;-4.296;1;0.0335;0.205;0.0;0.0945;0.253;113.082
pop|rock;0.741;0.667;10;-5.445;1;0.134;0.0575;0.0;0.106;0.595;112.956
pop|rock;0.476;0.652;2;-4.546;0;0.104;0.23;0.0;0.136;0.47;190.118
pop|rock;0.674;0.428;7;-9.504;1;0.122;0.121;0.0;0.132;0.337;84.878
pop|rock;0.627;0.858;7;-3.116;1;0.0394;0.0288;0.0;0.199;0.399;100.074
pop|rock;0.77;0.636;11;-6.724;0;0.131;0.169;0.0;0.0676;0.492;105.93
pop|rock;0.687;0.785;1;-4.65;1;0.0333;0.327;0.0;0.203;0.655;106.046
pop|rock;0.392;0.579;7;-9.195;1;0.164;0.835;0.00179;0.145;0.549;80.961
pop|rock;0.712;0.564;8;-6.527;1;0.047;0.0266;0.0;0.0874;0.411;95.95
pop|rock;0.56;0.857;4;-4.145;0;0.0384;0.0594;0.0;0.381;0.432;119.975
pop|rock;0.746;0.611;0;-7.034;0;0.101;0.454;0.000922;0.133;0.411;149.967
pop|rock;0.586;0.128;7;-9.297;1;0.0496;0.963;0.0;0.0858;0.371;123.498
pop|rock;0.877;0.637;1;-3.493;0;0.101;0.00516;2.5e-06;0.0959;0.569;119.988
pop|rock;0.616;0.537;8;-7.719;0;0.139;0.0932;0.000157;0.107;0.465;122.65
pop|rock;0.702;0.825;6;-3.787;0;0.0601;0.00883;0.0;0.0674;0.915;102.977
pop|rock;0.762;0.863;0;-3.689;0;0.0561;0.015;0.0;0.125;0.965;106.012
pop|rock;0.583;0.829;1;-4.603;1;0.134;0.00864;0.0;0.0426;0.575;174.028
pop|rock;0.617;0.635;11;-6.769;0;0.0317;0.0498;1.44e-05;0.164;0.446;103.019
pop|rock;0.747;0.716;11;-2.457;0;0.075;0.135;0.0;0.251;0.751;125.008
pop|rock;0.499;0.898;8;-4.181;0;0.124;0.124;7.2e-06;0.0832;0.618;120.04
pop|rock;0.742;0.595;9;-7.51;1;0.107;0.15;0.0;0.111;0.431;101.013
pop|rock;0.596;0.552;0;-10.278;0;0.097;0.0765;0.334;0.104;0.112;97.949
pop|rock;0.664;0.705;1;-4.972;0;0.0382;0.0654;0.0;0.118;0.477;122.016
pop|rock;0.495;0.856;0;-5.123;0;0.0311;0.000219;0.0;0.103;0.609;158.024
pop|rock;0.418;0.721;8;-2.736;1;0.0383;0.0486;0.0;0.0984;0.233;144.063
pop|rock;0.374;0.344;2;-11.94;1;0.0304;0.355;0.0;0.0966;0.216;106.413
pop|rock;0.659;0.911;4;-2.28;1;0.0786;0.154;0.000304;0.191;0.576;91.999
pop|rock;0.466;0.759;8;-4.978;0;0.199;0.0521;0.0;0.0587;0.328;160.033
pop|rock;0.464;0.473;1;-10.086;1;0.129;0.866;0.0;0.109;0.604;75.801
pop|rock;0.756;0.809;5;-3.655;1;0.0541;0.0173;3.69e-06;0.66;0.64;109.901
pop|rock;0.686;0.538;2;-8.026;1;0.0345;0.181;3.13e-06;0.113;0.584;115.884
pop|rock;0.789;0.711;2;-4.248;1;0.041;0.0332;0.0;0.0876;0.753;112.985
pop|rock;0.561;0.0848;2;-15.099;1;0.0404;0.913;2.62e-05;0.112;0.206;102.128
pop|rock;0.696;0.893;9;-2.963;1;0.076;0.0662;0.0;0.473;0.573;97.954
pop|rock;0.778;0.547;2;-7.273;1;0.0489;0.346;0.000302;0.132;0.441;95.002
pop|rock;0.548;0.816;0;-4.209;1;0.0465;0.122;0.0;0.335;0.557;95.39
pop|rock;0.715;0.872;2;-3.835;1;0.0509;0.00351;3.84e-05;0.107;0.748;93.043
pop|rock;0.926;0.916;10;-2.221;0;0.0929;0.35;6.17e-06;0.0234;0.904;110.007
pop|rock;0.737;0.802;0;-4.771;1;0.0878;0.468;0.0;0.0931;0.682;144.015
pop|rock;0.641;0.537;0;-5.452;0;0.0282;0.0875;9.05e-06;0.115;0.0681;112.864
pop|rock;0.399;0.787;1;-2.88;1;0.0499;0.0197;6.07e-05;0.0685;0.572;117.089
pop|rock;0.551;0.537;11;-7.595;1;0.034;0.705;0.0;0.0802;0.493;126.421
pop|rock;0.489;0.724;5;-8.367;1;0.0352;0.313;0.185;0.287;0.15;117.292
pop|rock;0.377;0.682;7;-8.039;1;0.0299;0.000894;0.00217;0.0504;0.288;108.736
pop|rock;0.596;0.605;7;-12.145;1;0.0255;0.181;0.000331;0.0863;0.886;97.798
pop|rock;0.684;0.481;2;-12.59;1;0.0384;0.475;6.57e-05;0.118;0.784;115.078
pop|rock;0.338;0.34;9;-12.049;0;0.0339;0.58;0.0032;0.116;0.197;82.433
pop|rock;0.55;0.824;2;-5.988;1;0.0334;0.448;0.000127;0.366;0.777;114.512
pop|rock;0.333;0.927;9;-8.55;0;0.0733;0.0029;0.000208;0.297;0.385;141.466
pop|rock;0.545;0.64;4;-9.937;0;0.224;0.00249;0.0304;0.196;0.606;80.544
pop|rock;0.445;0.706;8;-9.803;1;0.0461;0.234;0.000252;0.205;0.768;80.823
pop|rock;0.598;0.676;0;-9.211;1;0.0279;0.13;0.225;0.112;0.805;114.169
pop|rock;0.596;0.448;5;-9.616;1;0.0396;0.365;5.3e-06;0.206;0.796;83.293
pop|rock;0.28;0.908;2;-5.509;0;0.109;0.0327;8.85e-06;0.18;0.26;118.698
pop|rock;0.599;0.79;4;-3.58;1;0.043;0.00257;0.00181;0.312;0.961;103.783
pop|rock;0.806;0.462;2;-12.778;1;0.0298;0.78;0.0134;0.15;0.736;92.726
pop|rock;0.261;0.703;6;-7.871;1;0.0414;0.115;0.00078;0.102;0.405;83.495
pop|rock;0.429;0.631;4;-11.514;0;0.0769;7.85e-05;0.00411;0.175;0.376;162.734
pop|rock;0.55;0.765;7;-8.684;1;0.0287;4.76e-06;0.873;0.132;0.419;139.46
pop|rock;0.361;0.728;6;-8.519;1;0.0368;0.000291;0.000112;0.0701;0.155;105.768
pop|rock;0.536;0.901;9;-7.211;1;0.0374;0.00145;0.0186;0.06;0.666;87.559
pop|rock;0.547;0.691;4;-13.553;0;0.0369;0.015;0.105;0.144;0.667;137.148
pop|rock;0.438;0.805;8;-6.237;1;0.0624;0.00255;5.69e-05;0.0842;0.564;113.253
pop|rock;0.454;0.913;9;-4.008;1;0.107;0.408;0.000271;0.248;0.521;137.688
pop|rock;0.543;0.529;7;-9.717;1;0.0301;0.326;0.00269;0.709;0.746;85.126
pop|rock;0.484;0.711;2;-7.784;1;0.0331;0.0183;0.173;0.0941;0.49;148.189
pop|rock;0.674;0.789;8;-6.903;1;0.0676;0.00178;0.0071;0.0754;0.918;129.804
pop|rock;0.39;0.649;2;-5.163;1;0.0345;0.172;0.0;0.216;0.144;121.16
pop|rock;0.505;0.476;2;-12.897;1;0.0711;0.25;0.00915;0.113;0.542;99.31
pop|rock;0.475;0.439;11;-15.039;0;0.0427;0.000146;0.000277;0.223;0.76;118.392
pop|rock;0.726;0.463;0;-7.828;1;0.0799;0.00817;0.447;0.255;0.321;123.881
pop|rock;0.438;0.71;2;-12.412;1;0.0919;0.262;0.537;0.221;0.53;145.928
pop|rock;0.292;0.823;7;-6.763;1;0.0407;0.0117;7.79e-05;0.155;0.244;89.939
pop|rock;0.215;0.927;9;-7.327;1;0.0452;0.000273;0.00661;0.126;0.49;170.814
pop|rock;0.733;0.726;7;-6.514;1;0.0371;0.379;2.58e-06;0.471;0.915;120.814
pop|rock;0.67;0.591;7;-6.012;1;0.0646;0.62;0.0;0.373;0.8;91.439
pop|rock;0.666;0.855;9;-5.051;0;0.0295;0.179;1.2e-06;0.0987;0.803;125.639
pop|rock;0.623;0.449;5;-13.333;1;0.0253;0.212;0.0;0.0613;0.572;84.383
pop|rock;0.768;0.852;4;-6.215;1;0.038;0.214;7.36e-05;0.0723;0.867;128.373
pop|rock;0.53;0.864;4;-4.948;0;0.061;0.000753;0.000459;0.354;0.484;166.312
pop|rock;0.653;0.677;0;-12.244;1;0.0396;0.249;0.0;0.403;0.888;114.37
pop|rock;0.573;0.939;8;-6.441;1;0.0808;0.493;0.0;0.0994;0.963;137.382
pop|rock;0.509;0.584;0;-4.907;1;0.057;0.0368;9.96e-05;0.384;0.685;170.411
pop|rock;0.855;0.691;2;-6.51;1;0.0514;0.144;0.0;0.36;0.647;121.472
pop|rock;0.349;0.692;1;-11.691;1;0.0338;0.462;0.00266;0.197;0.952;179.396
pop|rock;0.459;0.727;0;-11.777;1;0.0303;0.00614;0.0652;0.384;0.955;149.231
pop|rock;0.645;0.598;1;-13.18;0;0.0335;0.221;3.53e-06;0.0721;0.913;105.929
pop|rock;0.477;0.471;6;-10.036;1;0.0277;0.193;1.76e-06;0.131;0.423;81.204
pop|rock;0.572;0.835;0;-6.219;1;0.0317;0.171;0.000376;0.0702;0.796;129.994
pop|rock;0.554;0.639;9;-7.163;0;0.0278;0.359;0.00274;0.205;0.644;180.638
pop|rock;0.7;0.726;2;-7.717;1;0.0329;0.434;1.1e-06;0.0963;0.641;130.109
pop|rock;0.276;0.639;2;-11.674;1;0.0471;0.0178;0.0;0.292;0.643;186.502
pop|rock;0.601;0.574;2;-8.166;1;0.03;0.579;1.14e-05;0.216;0.8;147.964
pop|rock;0.409;0.92;11;-5.439;0;0.12;0.00719;0.00105;0.0823;0.37;145.085
pop|rock;0.614;0.568;7;-5.477;0;0.0276;0.00797;0.0;0.0997;0.516;107.849
pop|rock;0.82;0.452;1;-9.796;1;0.0348;0.543;0.00294;0.0714;0.74;117.401
pop|rock;0.362;0.961;2;-5.664;1;0.0857;0.024;9.35e-06;0.159;0.491;164.019
pop|rock;0.473;0.783;10;-10.671;0;0.0869;0.0125;0.475;0.268;0.124;91.976
pop|rock;0.478;0.974;7;-3.866;1;0.102;0.000266;0.0984;0.0738;0.268;141.077
pop|rock;0.492;0.552;7;-12.321;0;0.0341;0.0151;3.74e-05;0.0723;0.655;105.623
pop|rock;0.329;0.974;3;-8.77;0;0.135;0.000852;0.000118;0.0904;0.234;140.862
pop|rock;0.475;0.322;7;-10.687;1;0.0283;0.367;0.00056;0.11;0.387;93.503
pop|rock;0.438;0.606;7;-6.549;1;0.0305;0.3;4.49e-06;0.0754;0.266;133.822
pop|rock;0.811;0.41;9;-8.214;1;0.0391;0.0365;6.63e-06;0.0799;0.626;103.965
pop|rock;0.537;0.701;1;-8.913;0;0.0335;0.0972;0.0;0.0832;0.583;120.919
pop|rock;0.53;0.603;9;-4.373;1;0.115;0.0122;0.0196;0.0835;0.549;123.006
pop|rock;0.466;0.648;1;-11.101;0;0.028;0.0023;1.49e-05;0.112;0.305;90.435
pop|rock;0.493;0.586;2;-13.916;1;0.046;0.0202;0.00106;0.102;0.656;113.618
pop|rock;0.742;0.833;2;-6.463;1;0.115;0.079;0.0;0.384;0.816;113.375
pop|rock;0.355;0.791;8;-7.565;1;0.0453;0.00045;0.0;0.0969;0.758;106.392
pop|rock;0.728;0.878;11;-6.926;0;0.0564;0.176;0.856;0.61;0.911;126.59
pop|rock;0.502;0.924;4;-6.299;1;0.0503;0.0127;0.0;0.162;0.922;149.186
pop|rock;0.608;0.768;1;-9.911;1;0.0364;0.101;1.41e-06;0.0942;0.748;132.699
pop|rock;0.389;0.476;9;-9.342;1;0.0316;0.619;5.09e-05;0.255;0.566;148.117
pop|rock;0.464;0.795;1;-9.267;1;0.0926;0.0493;0.00244;0.399;0.612;158.691
pop|rock;0.402;0.597;2;-9.258;1;0.0327;0.0385;2.09e-06;0.109;0.496;81.806
pop|rock;0.55;0.726;2;-8.51;1;0.0516;0.146;0.00608;0.428;0.37;92.697
pop|rock;0.485;0.328;7;-11.853;1;0.0254;0.00596;0.0032;0.325;0.138;79.766
pop|rock;0.549;0.722;11;-11.729;0;0.0283;0.25;0.0138;0.11;0.716;103.885
pop|rock;0.519;0.441;4;-14.178;1;0.0353;0.0204;0.000453;0.076;0.25;81.334
pop|rock;0.298;0.799;2;-6.962;0;0.0464;0.000168;9.42e-05;0.496;0.561;143.072
pop|rock;0.358;0.893;4;-7.486;0;0.12;0.0222;0.0524;0.126;0.262;174.238
pop|rock;0.284;0.875;11;-6.069;0;0.0422;0.00752;0.000461;0.402;0.595;75.009
pop|rock;0.264;0.8;0;-2.427;1;0.0537;0.0195;0.00744;0.406;0.465;155.558
pop|rock;0.356;0.872;2;-7.837;1;0.068;0.00417;0.00975;0.0997;0.607;166.3
pop|rock;0.408;0.48;9;-11.017;1;0.0266;0.155;1.82e-05;0.0877;0.19;156.344
pop|rock;0.637;0.107;5;-18.759;1;0.0349;0.911;0.00146;0.103;0.296;82.879
pop|rock;0.723;0.541;0;-14.021;1;0.0303;0.028;0.00339;0.133;0.607;131.675
pop|rock;0.354;0.318;2;-9.974;1;0.034;0.343;0.0389;0.113;0.281;81.854
pop|rock;0.413;0.881;11;-5.541;0;0.0367;5.99e-05;0.000308;0.0805;0.364;158.066
pop|rock;0.767;0.787;3;-9.897;1;0.0331;0.0163;0.583;0.0513;0.964;126.879
pop|rock;0.452;0.818;2;-8.124;1;0.0439;0.135;2.72e-05;0.052;0.755;124.474
pop|rock;0.404;0.902;1;-3.88;1;0.0665;0.577;0.297;0.287;0.497;115.669
pop|rock;0.63;0.551;9;-9.28;1;0.0549;0.373;5.75e-05;0.103;0.518;143.868
pop|rock;0.628;0.934;11;-6.026;1;0.0527;0.00682;1.11e-05;0.0852;0.491;126.538
pop|rock;0.466;0.833;7;-4.215;1;0.304;0.0266;0.0;0.0327;0.661;88.785
pop|rock;0.567;0.159;7;-13.648;1;0.0331;0.914;0.0;0.111;0.436;146.913
pop|rock;0.384;0.535;9;-9.939;1;0.0289;0.238;0.00045;0.0533;0.232;132.445
pop|rock;0.278;0.961;7;-3.845;1;0.0607;7.36e-06;0.000662;0.0268;0.752;189.664
pop|rock;0.541;0.459;4;-10.433;0;0.0297;0.189;0.0274;0.099;0.803;171.165
pop|rock;0.567;0.559;9;-10.175;1;0.0288;0.00888;0.00131;0.0764;0.898;127.227
pop|rock;0.479;0.601;7;-8.806;1;0.0318;0.0832;0.00142;0.11;0.669;124.966
